"","sample.PCR","sample","rep","count","taxon","taxonomic_level","SampleCode","Sample_label","Sample_rep","Sample_date","Extraction_date"
"1242","e00340-A","e00340","A",4386,"Clupeidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1243","e00340-A","e00340","A",380,"Cymatogaster_aggregata","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1244","e00340-A","e00340","A",608,"Pholis","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1245","e00340-A","e00340","A",1535,"Gasterosteus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1246","e00340-A","e00340","A",458,"Cottidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1247","e00340-A","e00340","A",1374,"Anoplarchus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1248","e00340-A","e00340","A",404,"Citharichthys_stigmaeus","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1249","e00340-A","e00340","A",380,"Syngnathus_leptorhynchus","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1250","e00340-A","e00340","A",439,"Artedius_fenestralis","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1251","e00340-A","e00340","A",278,"Hexagrammos","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1252","e00340-A","e00340","A",44,"Enophrys_bison","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1253","e00340-A","e00340","A",1,"Oligocottus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1254","e00340-A","e00340","A",111,"Stichaeidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1255","e00340-B","e00340","B",9370,"Clupeidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1256","e00340-B","e00340","B",242,"Cymatogaster_aggregata","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1257","e00340-B","e00340","B",2174,"Pholis","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1258","e00340-B","e00340","B",4127,"Gasterosteus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1259","e00340-B","e00340","B",1859,"Anoplarchus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1260","e00340-B","e00340","B",404,"Cottidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1261","e00340-B","e00340","B",667,"Syngnathus_leptorhynchus","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1262","e00340-B","e00340","B",1223,"Artedius_fenestralis","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1263","e00340-B","e00340","B",342,"Stichaeidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1264","e00340-B","e00340","B",536,"Hexagrammos","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1265","e00340-B","e00340","B",78,"Oligocottus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1266","e00340-B","e00340","B",601,"Gasterosteus_aculeatus","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1267","e00340-B","e00340","B",229,"Synchirus_gilli","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1268","e00340-B","e00340","B",118,"Ophiodon_elongatus","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1269","e00340-C","e00340","C",11100,"Clupeidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1270","e00340-C","e00340","C",1,"Salmonidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1271","e00340-C","e00340","C",1196,"Pholis","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1272","e00340-C","e00340","C",4657,"Gasterosteus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1273","e00340-C","e00340","C",4074,"Anoplarchus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1274","e00340-C","e00340","C",1360,"Syngnathus_leptorhynchus","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1275","e00340-C","e00340","C",1068,"Artedius_fenestralis","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1276","e00340-C","e00340","C",997,"Enophrys_bison","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1277","e00340-C","e00340","C",513,"Pleuronectidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1278","e00340-C","e00340","C",23,"Oligocottus","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1279","e00340-C","e00340","C",457,"Stichaeidae","family","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1280","e00340-C","e00340","C",8,"Homo_sapiens","species","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1281","e00340-C","e00340","C",17,"Pleuronichthys","genus","2021_TAHB_A_2","Tah bay eel","2","6/27/21","11/22/21"
"1282","e00341-A","e00341","A",4295,"Clupeidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1283","e00341-A","e00341","A",113,"Cymatogaster_aggregata","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1284","e00341-A","e00341","A",789,"Pholis","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1285","e00341-A","e00341","A",156,"Gasterosteus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1286","e00341-A","e00341","A",639,"Cottidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1287","e00341-A","e00341","A",2197,"Anoplarchus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1288","e00341-A","e00341","A",567,"Artedius_fenestralis","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1289","e00341-A","e00341","A",7,"Clinocottus_acuticeps","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1290","e00341-A","e00341","A",50,"Stichaeidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1291","e00341-A","e00341","A",226,"Actinopteri","class","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1292","e00341-A","e00341","A",4,"Oligocottus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1293","e00341-A","e00341","A",39,"Lepidogobius_lepidus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1294","e00341-A","e00341","A",73,"Brachyistius_frenatus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1295","e00341-A","e00341","A",38,"Gasterosteus_aculeatus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1296","e00341-A","e00341","A",6,"Enhydra_lutris","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1297","e00341-B","e00341","B",10337,"Clupeidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1298","e00341-B","e00341","B",448,"Cymatogaster_aggregata","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1299","e00341-B","e00341","B",3798,"Pholis","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1300","e00341-B","e00341","B",335,"Gasterosteus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1301","e00341-B","e00341","B",588,"Cottidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1302","e00341-B","e00341","B",3975,"Anoplarchus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1303","e00341-B","e00341","B",260,"Syngnathus_leptorhynchus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1304","e00341-B","e00341","B",1060,"Artedius_fenestralis","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1305","e00341-B","e00341","B",237,"Clinocottus_acuticeps","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1306","e00341-B","e00341","B",22,"Stichaeidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1307","e00341-B","e00341","B",142,"Enophrys_bison","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1308","e00341-B","e00341","B",888,"Pleuronectidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1309","e00341-B","e00341","B",173,"Citharichthys_stigmaeus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1310","e00341-B","e00341","B",40,"Oligocottus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1311","e00341-C","e00341","C",11745,"Clupeidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1312","e00341-C","e00341","C",1,"Salmonidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1313","e00341-C","e00341","C",685,"Cymatogaster_aggregata","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1314","e00341-C","e00341","C",3884,"Pholis","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1315","e00341-C","e00341","C",1151,"Gasterosteus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1316","e00341-C","e00341","C",1110,"Cottidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1317","e00341-C","e00341","C",3505,"Anoplarchus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1318","e00341-C","e00341","C",2787,"Syngnathus_leptorhynchus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1319","e00341-C","e00341","C",646,"Artedius_fenestralis","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1320","e00341-C","e00341","C",52,"Stichaeidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1321","e00341-C","e00341","C",489,"Clinocottus_acuticeps","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1322","e00341-C","e00341","C",649,"Hexagrammos","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1323","e00341-C","e00341","C",856,"Actinopteri","class","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1324","e00341-C","e00341","C",204,"Pleuronectidae","family","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1325","e00341-C","e00341","C",143,"Citharichthys_stigmaeus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1326","e00341-C","e00341","C",100,"Oligocottus","genus","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1327","e00341-C","e00341","C",1028,"Lepidogobius_lepidus","species","2021_TAHB_A_3","Tah bay eel","3","6/27/21","11/22/21"
"1328","e00342-A","e00342","A",1,"Salmonidae","family","2021_TAHB_A_4","Tah bay eel","control","6/27/21","11/22/21"
"1329","e00342-B","e00342","B",1,"Cymatogaster_aggregata","species","2021_TAHB_A_4","Tah bay eel","control","6/27/21","11/22/21"
"1330","e00342-B","e00342","B",7,"Gasterosteus","genus","2021_TAHB_A_4","Tah bay eel","control","6/27/21","11/22/21"
"1331","e00342-B","e00342","B",2,"Hemilepidotus","genus","2021_TAHB_A_4","Tah bay eel","control","6/27/21","11/22/21"
"1332","e00342-C","e00342","C",3,"Gasterosteus","genus","2021_TAHB_A_4","Tah bay eel","control","6/27/21","11/22/21"
"1333","e00342-C","e00342","C",15,"Homo_sapiens","species","2021_TAHB_A_4","Tah bay eel","control","6/27/21","11/22/21"
"1334","e00343-A","e00343","A",250,"Clupeidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1335","e00343-A","e00343","A",777,"Cymatogaster_aggregata","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1336","e00343-A","e00343","A",519,"Pholis","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1337","e00343-A","e00343","A",615,"Gasterosteus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1338","e00343-A","e00343","A",4804,"Cottidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1339","e00343-A","e00343","A",501,"Oncorhynchus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1340","e00343-A","e00343","A",196,"Artedius_fenestralis","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1341","e00343-A","e00343","A",507,"Salmonidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1342","e00343-A","e00343","A",125,"Artedius_harringtoni","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1343","e00343-A","e00343","A",170,"Lepidogobius_lepidus","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1344","e00343-B","e00343","B",199,"Clupeidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1345","e00343-B","e00343","B",1790,"Cymatogaster_aggregata","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1346","e00343-B","e00343","B",1,"Ammodytidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1347","e00343-B","e00343","B",63,"Gasterosteus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1348","e00343-B","e00343","B",11185,"Cottidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1349","e00343-B","e00343","B",811,"Anoplarchus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1350","e00343-B","e00343","B",2593,"Oncorhynchus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1351","e00343-B","e00343","B",786,"Stichaeidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1352","e00343-B","e00343","B",1997,"Salmonidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1353","e00343-B","e00343","B",923,"Gasterosteus_aculeatus","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1354","e00343-B","e00343","B",1176,"Pholis","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1355","e00343-C","e00343","C",1668,"Cymatogaster_aggregata","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1356","e00343-C","e00343","C",235,"Pholis","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1357","e00343-C","e00343","C",289,"Gasterosteus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1358","e00343-C","e00343","C",5977,"Cottidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1359","e00343-C","e00343","C",362,"Oncorhynchus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1360","e00343-C","e00343","C",252,"Clinocottus_acuticeps","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1361","e00343-C","e00343","C",765,"Salmonidae","family","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1362","e00343-C","e00343","C",582,"Gasterosteus_aculeatus","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1363","e00343-C","e00343","C",7,"Oligocottus","genus","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1364","e00343-C","e00343","C",57,"Homo_sapiens","species","2021_HUNT_A_1","Hunter bay eel","1","6/28/21","11/22/21"
"1365","e00344-A","e00344","A",319,"Clupeidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1366","e00344-A","e00344","A",489,"Cymatogaster_aggregata","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1367","e00344-A","e00344","A",272,"Pholis","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1368","e00344-A","e00344","A",2605,"Cottidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1369","e00344-A","e00344","A",178,"Anoplarchus","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1370","e00344-A","e00344","A",206,"Oncorhynchus","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1371","e00344-A","e00344","A",118,"Clinocottus_acuticeps","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1372","e00344-A","e00344","A",289,"Salmonidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1373","e00344-A","e00344","A",55,"Citharichthys_stigmaeus","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1374","e00344-A","e00344","A",208,"Gasterosteus_aculeatus","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1375","e00344-A","e00344","A",1,"Oligocottus","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1376","e00344-A","e00344","A",150,"Sebastidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1377","e00344-B","e00344","B",871,"Cymatogaster_aggregata","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1378","e00344-B","e00344","B",173,"Pholis","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1379","e00344-B","e00344","B",9899,"Cottidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1380","e00344-B","e00344","B",540,"Oncorhynchus","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1381","e00344-B","e00344","B",1030,"Clinocottus_acuticeps","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1382","e00344-B","e00344","B",1131,"Salmonidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1383","e00344-B","e00344","B",873,"Gasterosteus_aculeatus","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1384","e00344-B","e00344","B",13,"Oligocottus","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1385","e00344-B","e00344","B",643,"Aulorhynchus_flavidus","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1386","e00344-C","e00344","C",2854,"Cymatogaster_aggregata","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1387","e00344-C","e00344","C",1826,"Pholis","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1388","e00344-C","e00344","C",10019,"Cottidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1389","e00344-C","e00344","C",900,"Oncorhynchus","genus","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1390","e00344-C","e00344","C",342,"Clinocottus_acuticeps","species","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1391","e00344-C","e00344","C",1567,"Salmonidae","family","2021_HUNT_A_2","Hunter bay eel","2","6/28/21","11/22/21"
"1392","e00345-A","e00345","A",1406,"Cymatogaster_aggregata","species","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1393","e00345-A","e00345","A",4414,"Cottidae","family","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1394","e00345-A","e00345","A",396,"Oncorhynchus","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1395","e00345-A","e00345","A",377,"Clinocottus_acuticeps","species","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1396","e00345-A","e00345","A",518,"Salmonidae","family","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1397","e00345-A","e00345","A",364,"Gasterosteus_aculeatus","species","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1398","e00345-B","e00345","B",897,"Clupeidae","family","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1399","e00345-B","e00345","B",6137,"Cymatogaster_aggregata","species","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1400","e00345-B","e00345","B",1790,"Pholis","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1401","e00345-B","e00345","B",13790,"Cottidae","family","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1402","e00345-B","e00345","B",863,"Oncorhynchus","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1403","e00345-B","e00345","B",1591,"Salmonidae","family","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1404","e00345-B","e00345","B",94,"Anoplarchus","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1405","e00345-C","e00345","C",3427,"Cymatogaster_aggregata","species","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1406","e00345-C","e00345","C",763,"Pholis","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1407","e00345-C","e00345","C",1319,"Gasterosteus","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1408","e00345-C","e00345","C",14097,"Cottidae","family","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
"1409","e00345-C","e00345","C",625,"Anoplarchus","genus","2021_HUNT_A_3","Hunter bay eel","3","6/28/21","11/22/21"
